text,label,pred_label,prob_negative,prob_positive,confidence,error_bucket
Ok with this film there are a number of ingredients at work:<br /><br />First put in loads of hillbilly truckers--good ole boys who have secret desire to take law into own hands. Second put in evil hillbilly cops controlled by a Texas bred outlaw. Third put in karate fighting trucker played by Chuck Norris. Fourth put in a chump teenager as Norris's nephew captured by evil hillbilly cops. Fifth show Chuck Norris fighting in slow motion.<br /><br />Now mix all together and what have you got?<br /><br />You guessed it...one very mediocre movie!,negative,positive,0.17471395432949066,0.8252859711647034,0.8252859711647034,other
"With a humor that would appeal to an exclusive, small audience, the average viewer will find it pointless and monotonous. When Cartoon Network advertised this show, it was made to look as if it was a major drama or event, complete with a real rain scene and government officials trying to catch the Sheep.<br /><br />When it came out on the air, I was disappointed at how all the characters were so one-dimensional and a totally bland animation. The only thing that put it to anything close to humor were the names of the characters like ""Private Public"" and ""General Specific"", a few vague references to cultural aspects, and how Lady Richington pummeled Sheep with her steel wig.<br /><br />Slightly off topic, but I don't see why would Sheep fall in love with that ball of dirty cotton balls called ""Swanky."" It was hideous!",negative,positive,0.1748989224433899,0.8251010775566101,0.8251010775566101,negation
"This version of Mansfield Park, while being extremely accurate to the novel lacked the compassion I felt for Fanny which is crucial and central to this Jane Austen story. This was due to the total lack of acting ability by the actress, Sylvestra Le Touzel. She had no appeal and at times appeared to be either lost in space or out of her depth. The scene she has with her uncle where she breaks down in hysterics was hysterical. She badly overplayed that crucial scene and I actually felt sorry that Henry Crawford ever cared for her.<br /><br />The polar opposite is the portrayal of Mary Crawford by Jackie Smith- Wood. What a wonderful actress, in a very difficult part to make that character witty and self-centered, selfish yet vulnerable to love.<br /><br />I have always loved Fanny. She is mild mannered but with an implacable sense of what is right, and who she thinks is worthy of respect and admiration. The Fanny in this adaptation is too meek and subservient with hardly a thought of her own until near the end of the series. As much as I wanted to like this Fanny....I just could not. <br /><br />I suggest skipping this version of Mansfield Park for the real thing...the Novel. Fanny will not disappoint...you will Love Her!",negative,positive,0.17498067021369934,0.825019359588623,0.825019359588623,negation
"First off let me say, If you haven't enjoyed a Van Damme movie since bloodsport, you probably will not like this movie. Most of these movies may not have the best plots or best actors but I enjoy these kinds of movies for what they are. This movie is much better than any of the movies the other action guys (Segal and Dolph) have thought about putting out the past few years. Van Damme is good in the movie, the movie is only worth watching to Van Damme fans. It is not as good as Wake of Death (which i highly recommend to anyone of likes Van Damme) or In hell but, in my opinion it's worth watching. It has the same type of feel to it as Nowhere to Run. Good fun stuff!",negative,positive,0.1751633882522583,0.8248366117477417,0.8248366117477417,negation
"You should never ever even consider to watch this movie! It is absolutely awful! This isn't an overstatement!! It is so unbelievable and exaggerated, it gets boring. It is just a movie where they have taken stories and plots from several movies and put it together in one. They writer hasn't been able to pull it off in a good way.<br /><br />If you'd like to see pretty girls in bikinis and no brain this might be the movie for you, but still, you should plug your ears and just watch. It's not worth listening:p There are so many great movies out there, and if I could choose one, this would be the last movie I would pick. But all in all, it's your choice!!! <br /><br />Enjoy!",negative,positive,0.17544089257717133,0.8245591521263123,0.8245591521263123,negation
"How much can you really say about a condom with teeth? The plot was really out there, but it was something campy to see on a Friday night. The story has a lot of unexpected twists, and it's a great way to offend all you're conservative friends!",negative,positive,0.17555831372737885,0.82444167137146,0.82444167137146,mixed_sentiment
"(Spoilers Ahead!) This same exact plot from this movie has been done before. It has been done in Ferris Bueller's Day Off! Marques ""Bat Man"" Houston plays sick. His gullible parents believe him. His sister knows that he's faking, but she still must go to school! She is mad. He has a party with his friends while his parents are away. By the time his parents get home, he is sick again and his parents never found out about the party. I like Immature better when they were in House Party 3 and still immature!",negative,positive,0.17700792849063873,0.8229920268058777,0.8229920268058777,negation
"Honestly, the only reason I picked up this movie from Blockbuster was because Aaron Carter was in it. Okay first thing's first. Do you notice how ugly Aaron Carter has become?? I mean, he used to be so cute but now..with that lanky body and blotchy skin - EW. I think he should stick with singing and the directors of the movie could've found a much better-looking guy who could lip-sync. No offense though. I thought this teen movie was majorly lame - and this is coming from me, being a teen myself. The 'mean girls' in there are oh-so predictable, the acting is so amateurish it makes you cringe at times (especially from Aaron) and overall I just didn't enjoy it. Although, I give out points for the storyline - that was alright, but not at all realistic. Anyway, stay away from this movie by all means you can unless you happen to have wads of cash on hand and have absolutely nothing better to do with 94 minutes of your time. It's not worth the $6.50!!<br /><br />(P.S; this review of mine may not be applicable to younger kids under the age of 13!)",negative,positive,0.17747750878334045,0.8225225210189819,0.8225225210189819,negation
"Yahoo Serious is like a $3 bottle of wine - had no substance to begin with and just gets worse with age. This film proves he is completely toxic. We can only hope that this is his final film and that its serious lack of success will diminish his chances of obtaining finance for any future ventures. It is right up there with ""Lightning Jack"" and ""Les Patterson Saves the World"" as the most abysmal example of Australian comedy imaginable. How tragic it is that with so many infinitely superior comedic talents in Australia Yahoo is given such vehicles to express his brand of puerile school yard comedy. And to think - he had 7 years to come up with the script. True genius!",negative,positive,0.17925001680850983,0.8207499384880066,0.8207499384880066,long_review
"You just cant touch NRFPTP! The new crop is just awful. The jokes are not funny. Some of the troupe make me want to stop watching TV all together. Lorne - you have let your creation go down the toilet. The guests sometimes are good, the bands are mostly garbage. Weekend update, Seth has to tell the audience when to laugh.....Seth would get a proper reception in a Baghdad cafe though...Make sure Andy goes with him... The show has about 10 jokes in all and they just keep rehashing them over and over. Even the segments that are obviously not funny. Offending people has become the name of the game, but they cant even do that right. Just offensively. I am so disappointed with what has happened to the show, but now I also know it is safe to go OUT on a Saturday night!",negative,positive,0.17948246002197266,0.8205175399780273,0.8205175399780273,negation
"Combine good casting, bad writing, good orchestral scoring, bad dialogue, and good story idea with lots of potential but is never realized then you have Slipstream. <br /><br />Just bought the movie for a buck, it is worth it, but not much more. <br /><br />Good to see Mark Hamill act again. <br /><br />There should be a decent sequel made to remedy the damage from the original. Or at least give it the proper attention it should have received in the first place. <br /><br />Berstein's score gave demanded your attention from the opening credits, however, the long shots of slipstream planes and the even longer revealing of interesting plot points mutes his attention getting score. <br /><br />It is really easy to dog a movie like this, after all it is by the producer of STARWARS and the director of TRON and a tremendous cast but it is what it is. And that ain't much.<br /><br />Favorite Line- ""We're going to make it, ha-ha!...(BOOM!)""",negative,positive,0.1797439604997635,0.8202559947967529,0.8202559947967529,negation
"I saw this at my in-laws' house one night when it popped up on TV and my mother-in-law said it was one of her favorite movies. Well, she can have it.<br /><br />Look, I can enjoy a chick flick now and then, as long as it's good. But this one's extra-sappy, unrealistic, and just plain predictable, despite some decent performances from Rock Hudson and Jane Wyman. It's uncanny how quickly a woman can accept having her eyesight taken away from her. Oh well, they say love is blind...<br /><br />The neat and tidy happy little ending nearly made me gag, too. And how often did we need Otto Kruger repeating the title? It happened not once, not twice, but THREE times!",negative,positive,0.18002218008041382,0.819977879524231,0.819977879524231,negation
"This is a terrible movie that only gets worse and seems to never end. The acting was bad, the plot was worse, and the special effects seemed to have been created by a 5th grade science class. Dennis Weaver is such a great actor and should have never taken such a part. My advise, DON'T WATCH THIS MOVIE!",negative,positive,0.180072620511055,0.8199273943901062,0.8199273943901062,negation
"Don't get me wrong. I've got a considerable soft spot for the works of Charles Band, both as producer and director. But you've got to raise an eyebrow when the man who was willing to put his name to ""Dollman Vs The Demonic Toys"" sticks a pseudonym on anything. As a bit of bad-movie fun, ""Head Of The Family"" is rather lacking, although it is better acted than you might expect. Jacqueline Lovell is a definite talent who deserves better than these kinds of movies. J.W. Perra is also quite funny as the titular monster, though for such a superintelligent being he does get hoodwinked quite easily. Y'know, I'm nitpicking because the rest of the movie is so sharp and witty of course....<br /><br />And having a lead character called Lance Bogan? Nice one guys. We didn't know you Americans knew that piece of slang!",negative,positive,0.18010370433330536,0.8198962807655334,0.8198962807655334,negation
"WAIT until you've watched most of all other films ever released, wait a year, then watch this when you're ready for something with such low production values it that will not challenge anybody's imagination.<br /><br />I agree that whoever rated this movie as a ten-star production has to be doing it to skew the data. Anything above 8 would be odd.<br /><br />Nice to see the very young Sandy Bullock in her poofy hair for the short time she was featured, though she overdid the New Yorker accent but other times her southern (Virginia & NC) accent did sneak through. Ancient history for this accomplished actress who has grown so much since this film.<br /><br />The DVD I rented had two bonus features, a mini-bio section that only featured Sandra's bio - taken verbatim from IMDb. It also had a Trivia Quiz as a bonus - 3 questions. Hope you get them all right!",negative,positive,0.18018589913845062,0.819814145565033,0.819814145565033,negation
"Saw this on French TV today and was most disappointed ! The film starts off reasonably well but nothing is elucidated and at the end we are no farther forward than in the beginning. As to seeing the husband for the murder of his wife, this is just not plausible. You need tangible proof to convict someone and a minimum of evidence. In this case there is none at all so it just is not plausible. Remember the old adage ""innocent until proved guilty"". The fact that a woman has disappeared without trace is no proof that her husband killed her. So I really don't know what kind of point this film was trying to make. The outcome is totally illogical and incomprehensible, no incriminating evidence is revealed to the spectator. So quite frankly, viewing it is a complete waste of time. After all, a film must be entertaining .... this is completely untrue in the case of this one and I suggest it be irrevocably consigned to the dustbin where it belongs !",negative,positive,0.18055494129657745,0.819445013999939,0.819445013999939,negation
"Yes,the movie is not a piece of art but the first time I watched it I was 10 years old,my parents were out and I stayed home with my two brothers.It was May 1970(I know that because I found a note about the cycle of horror movies that one network had).It's one of the most vivid memories I have with the guys.We ended all in one bed and covered up to the head! Our very first horror movie! We kept talking about it for years and laughing about the moment.Those were horror movies.Nowadays horror movies are always the same.Or was it better when we were kids enjoying without analyzing the plot and the cast and the dialogs? Most sure it was that.But for me this is a great movie!",negative,positive,0.18068364262580872,0.8193163275718689,0.8193163275718689,negation
"BARNYARD sucked! I saw this movie last week and it is horrible. What bull has udders? My 2 year old was asking me if all cows have udders and trying to explain to her that this is simply not true and seeing the movie only confused her more! <br /><br />In addition, the violent theme scared my 2 year old. They made the coyotes ferocious looking and this has instilled a fear of coyotes into my daughter. I know coyotes for a fact are not ferocious and are natural predators. The mother and son who were sitting in front of us were shouting, ""Kill him, Kill him, yea"" in a particular scene in the movie where good vs evil per say<br /><br />It is a Lion King rip off and they should stop using big name actors for a lame movie. Steve Oederek who has also done Thumb movies, such as Thumb Wars, Thumbelina and many others are so so Bad!<br /><br />If a good Steve Oederek movie ever comes out in my lifetime, I will roll over naked and swallow my diarrhea and post it on Youtube.com ...Enough Said!",negative,positive,0.18069300055503845,0.8193069696426392,0.8193069696426392,negation
"If you thought this is the french The Mummy and if you're hoping for another ""Vidocq""...well look elsewhere. It does have the same kind of story like The Mummy concerning this book of the dead and a soul that needs to find 7 missing pieces that are scattered in the Louvre. I found the movie to be slightly entertaining, boring for the most part. The special effects aren't bad, but it's nothing spectacular as I was expecting big explosions and perhaps the eiffel tower crumbling down until I realized that those kind of scenes were in The Mummy and this is Belhpegor. Apparently based on a french cult tv series, Belphegor could have been so much better. I voted this film a 4/10 only for the beautiful Sophie Marceau...she must be almost 40 and she looks breathtaking!",negative,positive,0.18149858713150024,0.8185014128684998,0.8185014128684998,negation
"I turned this off about 50 minutes into it! Whoever the moron was who decided to steal the idea of Koushun Takami's book(Battle Royal), & make it into a pathetic reality TV show scenario, deserves to be shot!<br /><br />It has done the Film Industry a good turn though. Now Directors like William Malone(Fear Dot Com) can say ""well at least it's better than Series 7"" This piece of crap & Dracula 3000 tie for first place in the worst 100 movies ever made! <br /><br />Be warned this is not a 'So bad it's Good'Flick!<br /><br />This is a disgrace to Film Makers everywhere! <br /><br />Never see this movie!",negative,positive,0.18158414959907532,0.8184158802032471,0.8184158802032471,negation
"I swear I didn't mean to! I picked this out only since it looked good on the back! This movie wasn't scary at all and actually was very confusing. The demon wind was only actually used a couple of times and people were killed off pretty cheesily. The one major bright spot was seeing Sherri Bendorf from Slaughterhouse play in it. Seeing what happened to her, however, made up my mind for this little turkey of a film. A 3 out of 10. NEXT!",negative,positive,0.18167360126972198,0.8183263540267944,0.8183263540267944,negation
This is definitely one of the best Kung fu movies in the history of Cinema. The screenplay is really well done (which is not often the case for this type of movies) and you can see that Chuck (in one of his first role)is a great actor. The final fight with the sherif deputy in the bullring is a masterpiece!,negative,positive,0.18186473846435547,0.8181353211402893,0.8181353211402893,negation
"It is unsettling seeing so many people giving outrageously high ratings to this film. Some of the praise uses such twisted reasoning (and transparent agendas that betray a simple love of anything that is in any way critical of the U.S.) that it approaches hysteria.<br /><br />Heaven's Gate is a bad movie, it is fundamentally awful. Endless scenes using elaborate shots that serve no purpose, muddy dialogue, murky narative, no sense of any theme aside from excess...<br /><br />The high rating of this disaster is a product of revisionist history and temporary shifts in perception.<br /><br />For some perspective watch Lawrence of Arabia before watching Heaven's Gate. You will see just how aimless and lost this film truly is. The ""issues"" it may have been trying to deal with are lost in a miasma.<br /><br />I have no problem with films that are critical of the U.S. per se, but when a terrible film gets such undeserved praise purely because of that element... that's worth challenging.<br /><br />The film is worth seeing for two reasons; curiosity, and as a cautionary tale for young filmmakers.<br /><br />I saw this at home for free, imagine the torture of being in a theater and sitting through it... for 4 meandering hours!",negative,positive,0.1818813532590866,0.8181186318397522,0.8181186318397522,mixed_sentiment
I am very into Waverly Hills and first watched Death Tunnel The Movie.Couldn't have been much worse. Then I heard that the documentary was coming out and got excited thinking that since it was a documentary it would be more serious and not have the horrible special effects.Wrong the same guys did the documentary and ruined it with effects instead of producing it raw the way a documentary should be.Waverly Hills doesn't need help with goofy effects its fine just the way it is. Tours are $20.00 per person and $100.00 for 8 hour overnight investigation per person minimal group of 10 for overnight investigation.Tours must be set up ahead of time. Awesome place for the Ghost Hunter!,negative,positive,0.18227195739746094,0.8177279829978943,0.8177279829978943,negation
"And obviously I didn't see it! <br /><br />But looking at the cast and seeing that Doug Masters is back from the dead, I know now to avoid this like the plague! I hate it when Hollywood, producers, writers, directors or all of the above think that audiences are stupid that they're not going to catch continuity errors. A supposedly dead Doug Masters returning is a big giant one, won't you say?<br /><br />And I can't believe that someone like Louis Gossett, Jr. would return for something like that.<br /><br />Did Jason Gedrick really decline this? Well, I hate to say it, but even if he took the role again, it would have still had that same continuity error. I bet (if he really turned it down), he must have been incredulous seeing that his character died in the second film.<br /><br />I'll probably catch it by accident on a late night air on some channel, but no way am I going to rent this or buy the DVD!",negative,positive,0.18241432309150696,0.8175856471061707,0.8175856471061707,negation
What a stinker!!! I swear this movie was written by a computer that took a whole pile of other movies and merged them all together into this platypus of film. Ouch!,negative,positive,0.18302032351493835,0.8169796466827393,0.8169796466827393,other
"I loved this movie! It's the finest parody of Russian cinema to date. Who else but Sokurov could lampoon Tarkovsky so brilliantly. You thought ""Stalker"" was slow? Well, step up to the plate. ""Mat i Syn"" makes ""Stalker"" look like ""Raiders of the Lost Ark"". By no means should you miss this film! There's no excuse - even if you live a busy life, you can still enjoy this film to its fullest by holding down the fast-forward button on your VCR. Sokurov has given us the first feature length film that can be appreciated in 12 minutes.<br /><br />I suppose the next great masterpiece of the form will come when someone has the vision and courage to exhibit a film that consists of no sound or image at all - 45 minutes of a black, silent screen (wasn't this already explored in ""In The Soup""?).<br /><br />Apparently the filmmaker (and fans) have forgotten that ""motion"" is the first word of ""motion picture"".<br /><br />!!!MAJOR SPOILERS AHEAD!!!<br /><br />Want to reach the heights of genius that this film achieved? Here's a step by step guide:<br /><br />1. Find a talented photographer.<br /><br />2. Find some subjects and a suitably picturesque landscape (think Tuscany!). If you need inspiration, watch some luxury car or perfume commercials.<br /><br />3. Shoot about 3 rolls of film.<br /><br />4. Photoshop the results to play around with saturation, blur & aspect ratio.<br /><br />5. Now just get out your movie camera, film 40 of the best pictures and have your ""actors"" mumble their lines off-screen. Don't worry about writing it ahead of time - just let the actors say whatever they want (lines like ""Do you want a drink?"" and ""Let's get something to eat"" are really all you need to fill up 8 minutes or so). If you can't think of enough dialog - no problem! Just have them repeat what they say a few times. If that still isn't enough, just let the camera run anyway.<br /><br />Congratulations, another masterpiece! As a bonus, if you want to distribute it over the internet, no problem! The static images will compress down to nothing with standard mpeg encoding - a 73 minute movie would probably be about 2-3 megabytes, even at the highest quality levels.",negative,positive,0.18307256698608398,0.816927433013916,0.816927433013916,negation
"And the title says it all: a cheesy sounding title that is a cheesy sounding joke of a film known as ""Alien from L.A."" Why not just call it ""Alien from South Africa,"" as this is the place where this movie was filmed? My advice for watching movies that have been featured on ""Mystery Science Theater 3000:"" do not watch the original version of the movie at all! Period! Always watch the movie with the theater shadow at the bottom of the screen, with a man trapped in space with his two funny, wise-cracking robot friends sitting at the lower right hand corner of the screen. It just seems better that way.<br /><br />Movie as it was originally seen: Awful! Movie as it was seen on MST3K: Genius!",negative,positive,0.1831825226545334,0.8168175220489502,0.8168175220489502,negation
"Okay, make no mistake - this is a pretty awful film, but I actually thought it had a couple of creepy scenes and overcame its pathetic budget every now and then. At the very least it's unintentionally funny in spots and has a definite air of creepiness and discomfort (a face burning scene, the part with the disfigured bride). <br /><br />This baby falls into the ""so bad it's entertaining"" category to me, and for that alone I would give it a star. The effects are terrible, the acting is abysmal, and the whole thing looks like it was shot in a day. You gotta love that toy ship at the beginning, too! It brought back childhood memories of seeing this on late night TV many years ago. While the Alpha DVD print looks weak and as though it was recorded directly off an old television broadcast or something, I actually liked that in this case!",negative,positive,0.18322059512138367,0.8167794346809387,0.8167794346809387,mixed_sentiment
"So many bad reviewers, it made me wonder, what people are thinking while watching a simple flick made by a quite bad director??? Did you all expected a super-hit flawless movie?? No way, you already can see, Raj Kumar Kohli loves multi-starrer movies... All of his earlier works where multi-starrers, but no one was flawless. Take the first Jaani Dushman for instance, so many flaws, but still good fun. Anyways sticking to the movie, the movie Jaani Dushman is a Hindi fantasy film about a snake, who can take any form (Armaan (Munish) Kohli) which takes revenge for the suicide of its lover (Manisha Koirala) on the people who caused it. Its quite good, with a great star-cast. But i think it could have been much much better. For instance, take the script, can't say its flawless. For example Take the ages:<br /><br />Do 40-48 yrs old still study in university??<br /><br />There are many many more, i won't list more, but there are dozen more. A solid 5.5 is good for this one.<br /><br />**.75",negative,positive,0.18349766731262207,0.8165023326873779,0.8165023326873779,negation
"This is a fair movie, good for one-off viewing. The plot itself is fairly well worked for a picture of this kind which is a pleasent surprise as is the acting, which although a little hammy, is better than normal for these types of flick.<br /><br />The 'special effects' are hilarious - a translucent giant and a blatantly polystyrene/papier mache hand wobbling unconvincingly on a bit of wire.<br /><br />Definitely to watch once for kitsch entertainment value.<br /><br />5/10.",negative,positive,0.18369132280349731,0.8163087368011475,0.8163087368011475,mixed_sentiment
"This was by far the worst movie I have ever seen! Me and my husband own over 600 DVDs, most of which are Sci-Fi and Horror B-Movies that aren't top quality, but still entertaining. Dracula 300 had absolutely no redeeming qualities at all! The writing was horrific, and the acting was even worse. It took us a 3 tries to get through the entire movie, because we could only tolerate it in 30 minute intervals. We thought surely it must get better...we were wrong. I would rather watch a corpse being embalmed than to have to sit through that again!!! When it ended me and my husband just looked at each other like ""Uh..is that it?"" The ending seemed like there was supposed to be more, but they ran over their apparent $500.00 budget and were like ""Oh, crap...we are broke..end it now...quick..roll credits!""",negative,positive,0.18389873206615448,0.8161013126373291,0.8161013126373291,negation
"Its a sin how these things are made, but then again we wouldn't get to see the best ""Dummy scene"" ever filmed. Ahhh the beauty of low budget Bigfoot flicks, you lean to see the beauty the more you watch them, thats if your brain doesn't melt first. As I said before, this has the best dummy scene ever! Words cant express it, you have to see it for yourself. Wonderful lines such as ""Smells like decain flesh"", ""Thems human...""(You will know this one when you see it) The creature makes a Blah, Blah! sound and the scene where the baby gets shot will make you cry(with laughter) you will be rewinding it. Has a car chase, snowmobile chase, a Bigfoot folk song as well as a Disco song. It dosn't end there, while watching the credits a friend noticed ""Wardrobe provided by K-Mart"". You ask, how could you even get as far as the credits and then watch them? I could only explain this as a sort of shock to the brain, you are so mentally exhausted you cant move and also I guess you have to know who was behind the mess. All that being said, this is a must see especially if you want to punish yourself mentally. Its a keeper!",negative,positive,0.1841985434293747,0.8158014416694641,0.8158014416694641,negation
"This film derives from a Long Running ITV sitcom by the same name.The Sitcom lasted for half a decade roughly and brought to our screens Rigsby,Phillip,Alan,Mrs Jones & Vienna.<br /><br />Then in 1980 The film version hit the Cinemas.Now when it did,sadly Richard Beckinsale had passed away & was replaced by Only when i laugh actor Chris Strauli.<br /><br />I myself felt this gave the film a different feel.I would have preferred if it wasn't shot as Richard was a key character.Thats like having the porridge film without Godber or Mackay!<br /><br />The Film did have some classics moments definitely but it felt a bit De-Ja-Vu! Many parts were seen before in the TV Series. Now if you saw the movie first rather than the Series you would get a different feeling about it then the series fan!<br /><br />Saying that Leonard is definitely on top form and makes the movie,just like in the TV series.The Film has recently had a new lease of life on DVD and is usually on Terrestrial over a quiet weekend.It is a cracking good film,but for Rigsby fans you may feel that youv'e seen it similarly before.<br /><br />Saying that though its worth a buying/watching<br /><br />7.8/10",negative,positive,0.18425925076007843,0.8157407641410828,0.8157407641410828,negation
"A cheesy ""B"" crime thriller of the early '50, the story is droll, the characters wooden, Allison Hayes and Abbe Lane are the only two sexpots that make it an eye-catcher, but one short shot, only a few frames long, shows an ""el"" train crossing the river on the State Street bridge, of the 6000 series Pullman-built cars painted in their original 1950 paint scheme, as they were delivered when new in 1950. For traction fans like me, that one short take makes the picture worthwhile. I think films like this one, Ulmer's DETOUR, D.O.A. with Edmund O'Brien,THE FUGITIVE with Harrison Ford, and others of the film noir genre, (big city crime dramas) make it interesting if for nothing other than the fact that I know Chicago and San Francisco intimately and recognize most of the street locations. Other wise it's a really droll boring film!",negative,positive,0.18426311016082764,0.8157368898391724,0.8157368898391724,mixed_sentiment
"Do you ever wonder what is the worst movie ever made? Stop wondering. I'm telling you, Michael is it!<br /><br />It is not ""heartwarming,"" ""entertaining,"" or ""Travolta at his best."" It just sucks. If I had kids, I would let them watch Deep Throat before Michael!<br /><br />A sold-out John Travolta, a washed-up and balding William Hurt, and an about to die any time now Jean Stapleton highlight this turd of a film.<br /><br />But wait...you'll get to hear Andie McDowell sing! Yeah. Hollywood really s**t all over us with this one!",negative,positive,0.18428945541381836,0.8157105445861816,0.8157105445861816,negation
